Date,GLD.BK_Close_Price_THB,GLD.BK_Adj_close_PriceTHB,GLD_USD/oz,USD/THB_Exchange_Rate,Federal_Funds_Effective_Rate%,TH_PriceTHB
2017-05-05,1.85,1.85,116.5,34.76,-0.09431067947124129,21200.0
2017-04-28,1.84,1.84,116.79,34.55,-0.10536051565782628,21200.0
2017-04-21,1.89,1.89,120.39,34.46,-0.10536051565782628,21200.0
2017-04-14,1.89,1.89,121.96,34.377,-0.10536051565782628,21200.0
2017-04-07,1.89,1.89,122.6,34.386,-0.10536051565782628,21200.0
2017-03-31,1.88,1.88,119.18,34.55,-0.23572233352106983,21200.0
2017-03-24,1.84,1.84,118.47,34.403,-0.23572233352106983,21200.0
2017-03-17,1.86,1.86,118.67,34.576,-0.23572233352106983,21200.0
2017-03-10,1.86,1.86,116.73,35.021,-0.23572233352106983,21200.0
2017-03-03,1.83,1.83,114.47,35.27,-0.23572233352106983,21200.0
2017-02-24,1.85,1.85,117.58,35.01,-0.4155154439616658,21200.0
2017-02-17,1.88,1.88,118.94,35.0,-0.4155154439616658,21200.0
2017-02-10,1.87,1.87,118.08,34.99,-0.4155154439616658,21200.0
2017-02-03,1.86,1.86,117.29,35.02,-0.4155154439616658,21200.0
2017-01-27,1.85,1.85,115.84,35.11,-0.4307829160924542,21200.0
2017-01-20,1.8,1.8,113.26,35.19,-0.4307829160924542,21200.0
2017-01-13,1.84,1.84,114.77,35.42,-0.4307829160924542,21200.0
2017-01-06,1.84,1.84,113.91,35.41,-0.4307829160924542,21200.0
2016-12-30,1.83,1.83,112.58,35.787,-0.616186139423817,22800.0
2016-12-23,1.8,1.8,110.29,35.99,-0.616186139423817,22800.0
2016-12-16,1.77,1.77,107.59,35.945,-0.616186139423817,22800.0
2016-12-09,1.77,1.77,107.34,35.597,-0.616186139423817,22800.0
2016-12-02,1.8,1.8,111.57,35.59,-0.616186139423817,22800.0
2016-11-25,1.82,1.82,111.54,35.685,-0.8915981192837836,22800.0
2016-11-18,1.84,1.84,113.25,35.69,-0.8915981192837836,22800.0
2016-11-11,1.87,1.87,116.17,35.438,-0.8915981192837836,22800.0
2016-11-04,1.93,1.93,119.75,35.05,-0.8915981192837836,22800.0
2016-10-28,1.96,1.96,124.3,34.94,-0.916290731874155,22800.0
2016-10-21,1.94,1.94,121.01,34.983,-0.916290731874155,22800.0
2016-10-14,1.95,1.95,120.74,34.85,-0.916290731874155,22800.0
2016-10-07,1.95,1.95,120.03,35.68,-0.916290731874155,22800.0
2016-09-30,1.94,1.94,119.66,34.792,-0.916290731874155,22800.0
2016-09-23,1.99,1.99,126.07,34.55,-0.916290731874155,22800.0
2016-09-16,1.99,1.99,127.57,34.638,-0.916290731874155,22800.0
2016-09-09,1.98,1.98,125.37,34.842,-0.916290731874155,22800.0
2016-09-02,2.0,2.0,127.59,34.605,-0.916290731874155,22800.0
2016-08-26,1.97,1.97,125.29,34.62,-0.916290731874155,22800.0
2016-08-19,2.0,2.0,126.23,34.63,-0.916290731874155,22800.0
2016-08-12,2.03,2.03,129.11,34.625,-0.916290731874155,22800.0
2016-08-05,2.04,2.04,127.67,34.732,-0.916290731874155,22800.0
2016-07-29,2.06,2.06,129.87,34.978,-0.941608539858445,22800.0
2016-07-22,2.03,2.03,127.66,34.875,-0.941608539858445,22800.0
2016-07-15,2.03,2.03,127.3,35.025,-0.941608539858445,22800.0
2016-07-08,2.02,2.02,127.33,35.157,-0.941608539858445,22800.0
2016-07-01,2.05,2.05,129.74,35.169,-0.941608539858445,22800.0
2016-06-24,1.99,1.99,126.47,35.113,-0.9675840262617056,22800.0
2016-06-17,1.99,1.99,120.11,35.161,-0.9675840262617056,22800.0
2016-06-10,1.96,1.96,122.38,35.218,-0.9675840262617056,22800.0
2016-06-03,1.93,1.93,121.25,35.068,-0.9675840262617056,22800.0
2016-05-27,1.91,1.91,115.67,35.643,-0.9942522733438669,22800.0
2016-05-20,1.92,1.92,116.58,35.611,-0.9942522733438669,22800.0
2016-05-13,1.95,1.95,119.87,35.698,-0.9942522733438669,22800.0
2016-05-06,1.95,1.95,121.16,35.233,-0.9942522733438669,22800.0
2016-04-29,1.95,1.95,122.07,35.098,-0.9942522733438669,22800.0
2016-04-22,1.92,1.92,121.29,35.099,-0.9942522733438669,22800.0
2016-04-15,1.91,1.91,119.42,34.861,-0.9942522733438669,22800.0
2016-04-08,1.91,1.91,117.11,35.044,-0.9942522733438669,22800.0
2016-04-01,1.9,1.9,118.61,35.183,-0.9942522733438669,22800.0
2016-03-25,1.88,1.88,117.64,35.222,-1.0216512475319814,22800.0
2016-03-18,1.88,1.88,116.33,35.205,-1.0216512475319814,22800.0
2016-03-11,1.9,1.9,120.13,34.978,-1.0216512475319814,22800.0
2016-03-04,1.94,1.94,121.5,35.248,-1.0216512475319814,22800.0
2016-02-26,1.93,1.93,120.73,35.513,-0.9675840262617056,22800.0
2016-02-19,1.91,1.91,117.92,35.679,-0.9675840262617056,22800.0
2016-02-12,1.89,1.89,118.29,35.58,-0.9675840262617056,22800.0
2016-02-05,1.93,1.93,119.06,35.276,-0.9675840262617056,22800.0
2016-01-29,1.79,1.79,110.57,35.642,-1.0788096613719298,22800.0
2016-01-22,1.75,1.75,106.54,35.795,-1.0788096613719298,22800.0
2016-01-15,1.74,1.74,105.49,36.242,-1.0788096613719298,22800.0
2016-01-08,1.72,1.72,103.02,36.269,-1.0788096613719298,22800.0
2016-01-01,1.75,1.75,106.15,36.205,-1.0788096613719298,22800.0
2015-12-25,1.7,1.7,101.46,35.996,-1.4271163556401458,20150.0
2015-12-18,1.7,1.7,103.05,36.031,-1.4271163556401458,20150.0
2015-12-11,1.68,1.68,100.5,35.939,-1.4271163556401458,20150.0
2015-12-04,1.68,1.68,102.55,35.954,-1.4271163556401458,20150.0
2015-11-27,1.68,1.68,101.76,35.821,-2.120263536200091,20150.0
2015-11-20,1.7,1.7,102.46,35.625,-2.120263536200091,20150.0
2015-11-13,1.72,1.72,103.56,35.93,-2.120263536200091,20150.0
2015-11-06,1.72,1.72,103.85,35.819,-2.120263536200091,20150.0
2015-10-30,1.75,1.75,105.64,35.473,-2.120263536200091,20150.0
2015-10-23,1.78,1.78,109.72,35.418,-2.120263536200091,20150.0
2015-10-16,1.8248,1.8248,111.69,35.608,-2.120263536200091,20150.0
2015-10-09,1.82,1.82,113.29,35.358,-2.120263536200091,20150.0
2015-10-02,1.81,1.81,109.14,35.865,-2.120263536200091,20150.0
2015-09-25,1.79,1.79,106.73,36.328,-1.9661128563728327,20150.0
2015-09-18,1.81,1.81,110.49,36.158,-1.9661128563728327,20150.0
2015-09-11,1.77,1.77,108.41,35.839,-1.9661128563728327,20150.0
2015-09-04,1.76,1.76,106.38,36.17,-1.9661128563728327,20150.0
2015-08-28,1.76,1.76,107.84,35.725,-1.9661128563728327,20150.0
2015-08-21,1.77,1.77,107.73,35.59,-1.9661128563728327,20150.0
2015-08-14,1.79,1.79,110.44,35.526,-1.9661128563728327,20150.0
2015-08-07,1.69,1.69,106.86,35.214,-1.9661128563728327,20150.0
2015-07-31,1.68,1.68,104.39,35.132,-2.0402208285265546,20150.0
2015-07-24,1.68,1.68,104.27,34.952,-2.0402208285265546,20150.0
2015-07-17,1.67,1.67,104.33,34.673,-2.0402208285265546,20150.0
2015-07-10,1.74,1.74,109.76,34.176,-2.0402208285265546,20150.0
2015-07-03,1.74,1.74,111.36,33.951,-2.0402208285265546,20150.0
2015-06-26,1.75,1.75,111.76,33.817,-2.0402208285265546,20150.0
2015-06-19,1.75,1.75,112.44,33.753,-2.0402208285265546,20150.0
2015-06-12,1.76,1.76,115.32,33.613,-2.0402208285265546,20150.0
2015-06-05,1.76,1.76,113.26,33.592,-2.0402208285265546,20150.0
2015-05-29,1.75,1.75,112.84,33.662,-2.120263536200091,20150.0
2015-05-22,1.77,1.77,114.02,33.773,-2.120263536200091,20150.0
2015-05-15,1.77,1.77,115.69,33.554,-2.120263536200091,20150.0
2015-05-08,1.77,1.77,117.18,33.514,-2.120263536200091,20150.0
2015-05-01,1.73,1.73,113.42,33.262,-2.120263536200091,20150.0
2015-04-24,1.75,1.75,113.47,32.838,-2.120263536200091,20150.0
2015-04-17,1.71,1.71,114.66,32.367,-2.120263536200091,20150.0
2015-04-10,1.72,1.72,115.03,32.419,-2.120263536200091,20150.0
2015-04-03,1.72,1.72,114.67,32.522,-2.120263536200091,20150.0
2015-03-27,1.74,1.74,115.28,32.445,-2.2072749131897207,20150.0
2015-03-20,1.74,1.74,115.48,32.532,-2.2072749131897207,20150.0
2015-03-13,1.7,1.7,112.29,32.689,-2.2072749131897207,20150.0
2015-03-06,1.7,1.7,110.72,32.875,-2.2072749131897207,20150.0
2015-02-27,1.74,1.74,115.0,32.352,-2.2072749131897207,20150.0
2015-02-20,1.74,1.74,116.07,32.476,-2.2072749131897207,20150.0
2015-02-13,1.75,1.75,115.94,32.548,-2.2072749131897207,20150.0
2015-02-06,1.77,1.77,117.34,32.648,-2.2072749131897207,20150.0
2015-01-30,1.82,1.82,121.79,32.556,-2.2072749131897207,20150.0
2015-01-23,1.83,1.83,120.76,32.517,-2.2072749131897207,20150.0
2015-01-16,1.87,1.87,125.23,32.559,-2.2072749131897207,20150.0
2015-01-09,1.81,1.81,120.94,32.724,-2.2072749131897207,20150.0
2015-01-02,1.76,1.76,115.94,32.829,-2.2072749131897207,20150.0
2014-12-26,1.73,1.73,113.58,32.862,-2.120263536200091,21150.0
2014-12-19,1.71,1.71,112.77,32.862,-2.120263536200091,21150.0
2014-12-12,1.74,1.74,115.15,32.937,-2.120263536200091,21150.0
2014-12-05,1.79,1.79,117.69,32.756,-2.120263536200091,21150.0
2014-11-28,1.76,1.76,115.88,32.848,-2.4079456086518722,21150.0
2014-11-21,1.72,1.72,115.16,32.761,-2.4079456086518722,21150.0
2014-11-14,1.72,1.72,114.86,32.817,-2.4079456086518722,21150.0
2014-11-07,1.69,1.69,111.67,32.83,-2.4079456086518722,21150.0
2014-10-31,1.69,1.69,109.88,32.751,-2.4079456086518722,21150.0
2014-10-24,1.73,1.73,115.19,32.509,-2.4079456086518722,21150.0
2014-10-17,1.77,1.77,118.52,32.298,-2.4079456086518722,21150.0
2014-10-10,1.77,1.77,119.22,32.391,-2.4079456086518722,21150.0
2014-10-03,1.76,1.76,117.64,32.517,-2.4079456086518722,21150.0
2014-09-26,1.75,1.75,116.74,32.405,-2.4079456086518722,21150.0
2014-09-19,1.77,1.77,117.39,32.204,-2.4079456086518722,21150.0
2014-09-12,1.77,1.77,117.78,32.27,-2.4079456086518722,21150.0
2014-09-05,1.79,1.79,119.47,32.153,-2.4079456086518722,21150.0
2014-08-29,1.82,1.82,121.48,31.968,-2.4079456086518722,21150.0
2014-08-22,1.83,1.83,124.0,31.882,-2.4079456086518722,21150.0
2014-08-15,1.84,1.84,122.88,31.982,-2.4079456086518722,21150.0
2014-08-08,1.87,1.87,126.31,31.917,-2.4079456086518722,21150.0
2014-08-01,1.88,1.88,126.18,32.168,-2.4079456086518722,21150.0
2014-07-25,1.85,1.85,123.39,31.941,-2.4079456086518722,21150.0
2014-07-18,1.84,1.84,124.35,31.761,-2.4079456086518722,21150.0
2014-07-11,1.89,1.89,127.09,32.085,-2.4079456086518722,21150.0
2014-07-04,1.91,1.91,128.54,32.183,-2.4079456086518722,21150.0
2014-06-27,1.89,1.89,127.16,32.352,-2.3025850929940455,21150.0
2014-06-20,1.9,1.9,126.73,32.423,-2.3025850929940455,21150.0
2014-06-13,1.87,1.87,126.94,32.398,-2.3025850929940455,21150.0
2014-06-06,1.83,1.83,122.64,32.45,-2.3025850929940455,21150.0
2014-05-30,1.84,1.84,120.66,32.644,-2.4079456086518722,21150.0
2014-05-23,1.85,1.85,120.94,32.664,-2.4079456086518722,21150.0
2014-05-16,1.87,1.87,124.67,32.442,-2.4079456086518722,21150.0
2014-05-09,1.88,1.88,124.77,32.44,-2.4079456086518722,21150.0
2014-05-02,1.88,1.88,124.17,32.36,-2.4079456086518722,21150.0
2014-04-25,1.86,1.86,123.8,32.331,-2.4079456086518722,21150.0
2014-04-18,1.87,1.87,124.56,32.336,-2.4079456086518722,21150.0
2014-04-11,1.86,1.86,124.75,32.193,-2.4079456086518722,21150.0
2014-04-04,1.89,1.89,127.01,32.168,-2.4079456086518722,21150.0
2014-03-28,1.89,1.89,123.92,32.415,-2.5257286443082556,21150.0
2014-03-21,1.88,1.88,124.59,32.534,-2.5257286443082556,21150.0
2014-03-14,1.93,1.93,127.86,32.33,-2.5257286443082556,21150.0
2014-03-07,1.97,1.97,132.21,32.368,-2.5257286443082556,21150.0
2014-02-28,1.94,1.94,130.17,32.27,-2.659260036932778,21150.0
2014-02-21,1.92,1.92,128.2,32.56,-2.659260036932778,21150.0
2014-02-14,1.9,1.9,127.6,32.611,-2.659260036932778,21150.0
2014-02-07,1.87,1.87,125.49,32.48,-2.659260036932778,21150.0
2014-01-31,1.84,1.84,121.24,32.726,-2.659260036932778,21150.0
2014-01-24,1.83,1.83,119.77,32.952,-2.659260036932778,21150.0
2014-01-17,1.81,1.81,121.79,32.91,-2.659260036932778,21150.0
2014-01-10,1.81,1.81,119.79,32.854,-2.659260036932778,21150.0
2014-01-03,1.81,1.81,118.46,33.028,-2.659260036932778,21150.0
2013-12-27,1.78,1.78,118.0,32.639,-2.4079456086518722,24350.0
2013-12-20,1.76,1.76,116.74,32.673,-2.4079456086518722,24350.0
2013-12-13,1.74,1.74,114.82,32.33,-2.4079456086518722,24350.0
2013-12-06,1.77,1.77,118.29,32.042,-2.4079456086518722,24350.0
2013-11-29,1.78,1.78,118.3,32.186,-2.5257286443082556,24350.0
2013-11-22,1.79,1.79,119.46,32.11,-2.5257286443082556,24350.0
2013-11-15,1.77,1.77,119.94,31.695,-2.5257286443082556,24350.0
2013-11-08,1.82,1.82,124.27,31.454,-2.5257286443082556,24350.0
2013-11-01,1.83,1.83,126.16,31.227,-2.5257286443082556,24350.0
2013-10-25,1.85,1.85,127.74,31.086,-2.4079456086518722,24350.0
2013-10-18,1.85,1.85,129.9,31.149,-2.4079456086518722,24350.0
2013-10-11,1.84,1.84,127.42,31.203,-2.4079456086518722,24350.0
2013-10-04,1.83,1.83,124.27,31.427,-2.4079456086518722,24350.0
2013-09-27,1.85,1.85,127.18,31.234,-2.5257286443082556,24350.0
2013-09-20,1.86,1.86,127.79,31.27,-2.5257286443082556,24350.0
2013-09-13,1.89,1.89,131.75,31.199,-2.5257286443082556,24350.0
2013-09-06,1.85,1.85,127.67,31.904,-2.5257286443082556,24350.0
2013-08-30,1.97,1.97,132.2,32.153,-2.5257286443082556,24350.0
2013-08-23,2.0,2.0,135.87,32.143,-2.5257286443082556,24350.0
2013-08-16,1.95,1.95,132.81,31.921,-2.5257286443082556,24350.0
2013-08-09,1.91,1.91,131.69,31.234,-2.5257286443082556,24350.0
2013-08-02,1.82,1.82,126.86,31.38,-2.5257286443082556,24350.0
2013-07-26,1.82,1.82,126.61,31.237,-2.4079456086518722,24350.0
2013-07-19,1.85,1.85,128.67,31.022,-2.4079456086518722,24350.0
2013-07-12,1.77,1.77,124.01,30.957,-2.4079456086518722,24350.0
2013-07-05,1.77,1.77,124.24,31.117,-2.4079456086518722,24350.0
2013-06-28,1.73,1.73,120.74,31.029,-2.4079456086518722,24350.0
2013-06-21,1.71,1.71,115.94,31.089,-2.4079456086518722,24350.0
2013-06-14,1.81,1.81,123.6,30.988,-2.4079456086518722,24350.0
2013-06-07,1.89,1.89,133.74,30.939,-2.4079456086518722,24350.0
2013-05-31,1.92,1.92,136.53,30.525,-2.2072749131897207,24350.0
2013-05-24,1.91,1.91,136.7,30.171,-2.2072749131897207,24350.0
2013-05-17,1.84,1.84,134.61,29.888,-2.2072749131897207,24350.0
2013-05-10,1.83,1.83,134.09,29.713,-2.2072749131897207,24350.0
2013-05-03,1.91,1.91,140.81,28.674,-2.2072749131897207,24350.0
2013-04-26,1.94,1.94,141.92,29.326,-1.8971199848858813,24350.0
2013-04-19,1.91,1.91,141.63,28.923,-1.8971199848858813,24350.0
2013-04-12,1.82,1.82,134.3,28.8,-1.8971199848858813,24350.0
2013-04-05,2.04,2.04,151.05,29.044,-1.8971199848858813,24350.0
2013-03-29,2.06,2.06,150.29,29.323,-1.9661128563728327,24350.0
2013-03-22,2.12,2.12,154.45,29.269,-1.9661128563728327,24350.0
2013-03-15,2.11,2.11,156.25,29.093,-1.9661128563728327,24350.0
2013-03-08,2.13,2.13,153.68,29.613,-1.9661128563728327,24350.0
2013-03-01,2.12,2.12,152.69,29.775,-1.9661128563728327,24350.0
2013-02-22,2.13,2.13,153.0,29.791,-1.8971199848858813,24350.0
2013-02-15,2.16,2.16,152.62,29.838,-1.8971199848858813,24350.0
2013-02-08,2.21,2.21,158.35,29.826,-1.8971199848858813,24350.0
2013-02-01,2.26,2.26,161.84,29.756,-1.8971199848858813,24350.0
2013-01-25,2.26,2.26,161.2,29.745,-1.9661128563728327,24350.0
2013-01-18,2.27,2.27,161.42,29.786,-1.9661128563728327,24350.0
2013-01-11,2.28,2.28,163.35,29.791,-1.9661128563728327,24350.0
2013-01-04,2.3,2.3,161.98,30.362,-1.9661128563728327,24350.0
2012-12-28,2.29,2.29,161.2,30.293,-1.8325814637483102,25900.0
2012-12-21,2.32,2.32,161.16,30.611,-1.8325814637483102,25900.0
2012-12-14,2.29,2.29,159.73,30.573,-1.8325814637483102,25900.0
2012-12-07,2.35,2.35,164.37,30.6,-1.8325814637483102,25900.0
2012-11-30,2.36,2.36,164.5,30.656,-1.8325814637483102,25900.0
2012-11-23,2.39,2.39,167.18,30.686,-1.8325814637483102,25900.0
2012-11-16,2.39,2.39,167.56,30.674,-1.8325814637483102,25900.0
2012-11-09,2.37,2.37,166.09,30.681,-1.8325814637483102,25900.0
2012-11-02,2.39,2.39,167.99,30.704,-1.8325814637483102,25900.0
2012-10-26,2.38,2.38,166.07,30.67,-1.8325814637483102,25900.0
2012-10-19,2.36,2.36,166.02,30.707,-1.8325814637483102,25900.0
2012-10-12,2.4,2.4,168.79,30.604,-1.8325814637483102,25900.0
2012-10-05,2.44,2.44,171.32,30.693,-1.8325814637483102,25900.0
2012-09-28,2.45,2.45,173.61,30.637,-1.9661128563728327,25900.0
2012-09-21,2.45,2.45,172.34,30.984,-1.9661128563728327,25900.0
2012-09-14,2.45,2.45,171.47,30.758,-1.9661128563728327,25900.0
2012-09-07,2.44,2.44,171.31,30.888,-1.9661128563728327,25900.0
2012-08-31,2.38,2.38,164.89,31.232,-2.0402208285265546,25900.0
2012-08-24,2.33,2.33,160.52,31.309,-2.0402208285265546,25900.0
2012-08-17,2.33,2.33,161.89,31.133,-2.0402208285265546,25900.0
2012-08-10,2.28,2.28,156.56,31.49,-2.0402208285265546,25900.0
2012-08-03,2.27,2.27,156.99,31.472,-2.0402208285265546,25900.0
2012-07-27,2.27,2.27,154.13,31.556,-1.8325814637483102,25900.0
2012-07-20,2.28,2.28,156.77,31.62,-1.8325814637483102,25900.0
2012-07-13,2.25,2.25,153.38,31.647,-1.8325814637483102,25900.0
2012-07-06,2.26,2.26,152.59,31.674,-1.8325814637483102,25900.0
2012-06-29,2.27,2.27,155.68,31.506,-1.8325814637483102,25900.0
2012-06-22,2.25,2.25,151.05,31.822,-1.8325814637483102,25900.0
2012-06-15,2.27,2.27,152.02,31.519,-1.8325814637483102,25900.0
2012-06-08,2.3,2.3,157.75,31.488,-1.8325814637483102,25900.0
2012-06-01,2.26,2.26,154.5,31.377,-1.8325814637483102,25900.0
2012-05-25,2.24,2.24,151.62,31.841,-1.8325814637483102,25900.0
2012-05-18,2.22,2.22,151.41,31.547,-1.8325814637483102,25900.0
2012-05-11,2.25,2.25,152.8,31.359,-1.8325814637483102,25900.0
2012-05-04,2.25,2.25,154.77,31.108,-1.8325814637483102,25900.0
2012-04-27,2.3,2.3,158.97,30.841,-1.9661128563728327,25900.0
2012-04-20,2.31,2.31,161.03,30.871,-1.9661128563728327,25900.0
2012-04-13,2.32,2.32,159.43,30.837,-1.9661128563728327,25900.0
2012-04-06,2.34,2.34,162.7,30.849,-2.0402208285265546,25900.0
2012-03-30,2.33,2.33,158.31,30.978,-2.0402208285265546,25900.0
2012-03-23,2.36,2.36,161.28,30.764,-2.0402208285265546,25900.0
2012-03-16,2.33,2.33,159.57,30.73,-2.0402208285265546,25900.0
2012-03-09,2.34,2.34,161.08,30.777,-2.0402208285265546,25900.0
2012-03-02,2.37,2.37,165.28,30.713,-2.0402208285265546,25900.0
2012-02-24,2.38,2.38,166.61,30.439,-2.3025850929940455,25900.0
2012-02-17,2.44,2.44,173.02,30.468,-2.3025850929940455,25900.0
2012-02-10,2.41,2.41,168.0,30.796,-2.3025850929940455,25900.0
2012-02-03,2.41,2.41,168.02,30.691,-2.3025850929940455,25900.0
2012-01-27,2.46,2.46,171.05,31.005,-2.5257286443082556,25900.0
2012-01-20,2.43,2.43,167.27,31.214,-2.5257286443082556,25900.0
2012-01-13,2.35,2.35,161.22,31.595,-2.5257286443082556,25900.0
2012-01-06,2.36,2.36,160.38,31.617,-2.5257286443082556,25900.0
2011-12-30,2.33,2.33,157.78,31.466,-2.659260036932778,27100.0
2011-12-23,2.26,2.26,150.34,31.538,-2.659260036932778,27100.0
2011-12-16,2.31,2.31,156.04,31.231,-2.659260036932778,27100.0
2011-12-09,2.32,2.32,152.33,31.269,-2.659260036932778,27100.0
2011-12-02,2.42,2.42,165.98,30.666,-2.659260036932778,27100.0
2011-11-25,2.44,2.44,169.63,30.848,-2.5257286443082556,27100.0
2011-11-18,2.42,2.42,164.83,31.322,-2.5257286443082556,27100.0
2011-11-11,2.44,2.44,167.1,30.916,-2.5257286443082556,27100.0
2011-11-04,2.46,2.46,171.14,30.83,-2.5257286443082556,27100.0
2011-10-28,2.44,2.44,171.72,30.851,-2.659260036932778,27100.0
2011-10-21,2.4,2.4,169.55,30.645,-2.659260036932778,27100.0
2011-10-14,2.29,2.29,157.77,30.701,-2.659260036932778,27100.0
2011-10-07,2.34,2.34,162.3,30.791,-2.659260036932778,27100.0
2011-09-30,2.31,2.31,160.49,31.098,-2.5257286443082556,27100.0
2011-09-23,2.3,2.3,157.7,31.175,-2.5257286443082556,27100.0
2011-09-16,2.44,2.44,169.05,30.837,-2.5257286443082556,27100.0
2011-09-09,2.47,2.47,174.4,30.152,-2.5257286443082556,27100.0
2011-09-02,2.57,2.57,181.81,29.884,-2.5257286443082556,27100.0
2011-08-26,2.53,2.53,177.87,29.961,-2.5257286443082556,27100.0
